,body,category,pubDate,tags,title
431,به گزارش ایسنا، بازار رمز ارزها در سال گذشته داغ شد و با نوسانات و افت شاخص بورس بسیاری فعالان این بازار به سمت مبادله در ارزهای دیجیتال حرکت کردند و مقداری نقدینگی وارد این بازار شد. اما در این بین، با استقبال مردم از این بازار کلاهبرداران هم از این موضوع سو استفاده کردند و بعضا بیت کورن را به جای بیت کوین به مردم می‌فروختند که کارشناسان رمز ارز این اتفاقات را منوط به نبود قانون و موضع مشخص دولت نسبت به بیت کوین می‌دانند و معتقدند اگر خرید و فروش بیت کوین قانونی است، مردم باید بدانند که  کدام صرافی دارای مجوز معامله در این حوزه است. سرانجام، بانک مرکزی سه موضع و برنامه خود درباره رمزارزها را اعلام کرد که طبق آن، این بانک براساس مصوبه دولت نمی‌تواند معامله رمز ارز را به رسمیت بشناسد و به صرافی‌ها مجوز دهد تا خرید و فروش کنند. طبق اعلام بانک مرکزی، در زمینه تولید برق از رمز ارزها نیز آیین نامه در شورای عالی پولشویی وزارت اقتصاد آماده شده و پس از تایید آن، تا آخر فروردین به بانک‌ها و صرافی‌ها مجوز داده می‌شود که از طریق رمز ارزها برای واردات کالا و خدمات استفاده شود. نکته دیگر در زمینه رمزارزها، رمز پول بانک مرکزی است که قرار است رمز پول این بانک به پشتوانه ارز و طلای بانک مرکزی منتشر شود که گفته می‌شود این رمز پول، موجب روان سازی مبادلات، آشنایی مردم با این نوع پول و کاهش تاثیر پایه پولی بر نقدینگی می‌شود. از سوی دیگر، در سال گذشته آنقدری حجم معاملات و استقبال مردم در این بازار شدت گرفت که بسیاری معتقد بودند، نقدینگی زیادی از سایر بازارها چون بورس به سمت بازار رمزارزها منتقل شده است. به گونه‌ای که یک مقام مسئول ضمن تایید این حرف، می‌گوید: از آنجا که منشا رمزارزها خارج از کشور است، طبیعی است که مقداری ارز از این بابت از کشور خارج شده باشد. طبق گفته وی، برآوردها نشان می‌دهد که در سال گذشته روزانه معادل ۲۰۰ میلیارد تومان رمز ارز معامله می‌شد، سپس به روزی ۱۰۰ تا ۲۰۰ میلیارد تومان رسید و اکنون مقداری کاهش پیدا کرده است. این در حالی است که طبق گفته کارشناسان اقتصادی، تا زمانی که سیاست‌های پولی انبساطی است، بازار رمز ارزها به افزایش قیمت خود ادامه می‌دهند و سالجاری نیز سال رمزارهاست. انتهای پیام,اقتصاد کلان,۳۱ فروردین ۱۴۰۰ / ۱۶:۲۳,"رمزارزها,بانک مرکزی",روزی چقدر رمز ارز معامله شده است؟
432,به گزارش ایسنا، به نقل از خبرگزاری رسمی سوریه (سانا)، حموده صباغ، رئیس پارلمان سوریه اعلام کرد که پارلمان از دادگاه عالی قانون اساسی مطلع شد که فاتن علی نهار درخواست کاندیداتوری برای پست ریاست جمهوری را ارائه داده است. درخواست نهار که از شخصیت‌های شناخته شده در سوریه نیست، سومین درخواست کاندیداتوری است که به دست پارلمان رسیده است. پیشتر صباغ روز دوشنبه گفت که پارلمان دو درخواست از جانب دادگاه عالی قانون اساسی مبنی بر کاندیداتوری عبدالله سلوم عبدالله و محمد فراس یاسین رجوح در انتخابات ریاست جمهوری دریافت کرده است. هرکس که شروط مشخص در قانون اساسی را داشته باشد، می‌تواند درخواست کاندیداتوری را ارائه دهد، اما تنها در صورتی کاندیدای انتخابات می‌شود که تایید ۳۵ عضو پارلمان را کسب کند. قانون انتخابات سوریه، چندین شرط را برای رای دهنده مطرح می‌کند تا بتواند رای خود را در صندوق بیندازد. انتخاب کردن و کاندیداتوری یکی از حقوق و امری واجب بر اساس قانون اساسی کشور به حساب می‌آید. بر اساس قانون انتخابات سراسری (شماره ۵ سال ۲۰۱۴)، انتخاب و همه پرسی، حق هر شهروند و امری واجب بر گردن شخص در صورت داشتن شروط قید شده در قانون صرف نظر از دین، نظر یا انتساب سیاسی‌اش است. بر اساس ماده سوم از قانون، این حق با رای گیری سراسری و مخفیانه و مستقیم و برابر به صورت آزاد و فردی إعمال می‌شود و امکان احقاق این حق به صورت نیابتی وجود ندارد. اما ماده چهارم این قانون اعلام می‌دارد که حق انتخاب یا همه پرسی به هر شهروند بالای ۱۸ سال داده می‌شود مادامی که از این حق محروم نباشد. بر اساس ماده پنجم این قانون، افراد ذیل از حق انتخاب یا همه پرسی محروم هستند: کسی در قرنطینه اجباری قرار گرفته باشد. به یک بیماری ذهنی مبتلا باشد که در شایستگی وی در طول مدت بیماری‌اش تاثیر بگذارد. فرد به جرمی محکوم باشد که در اعتماد عمومی اخلال ایجاد کند. انتخابات ریاست جمهوری پیشین در سال ۲۰۱۴ اولین انتخاباتی بود که در آن بیش از یک کاندیدا حضور داشتند، چیزی که در سال‌های قبل وجود نداشت و طی آنها فقط یک نامزد وجود داشت و انتخابات به عنوان همه پرسی تلقی می‌شد و دو گزینه آری یا خیر وجود داشت. انتهای پیام,آسیا،خاورمیانه,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۰,انتخابات سوریه,اولین زن سوری کاندیدای انتخابات ریاست جمهوری کشورش شد
433,علی امیدبخش در گفت وگو با ایسنا عنوان کرد: با اجرای این ۱۲ طرح‌ صنعتی برای ۳۱۳ نفر در شهرستان خوشاب اشتغال ایجاد می‌شود. وی با اشاره به افزایش رغبت سرمایه‌گذاری صنعتی در خوشاب تصریح کرد: طی دو سال گذشته در مجموع ۲۴ جواز تاسیس و توسعه صنعتی با سرمایه‌گذاری یک هزار و ۳۴ میلیارد ریال در شهرستان خوشاب صادر شده که بیانگر افزایش سرمایه‌گذاری صنعتی در این منطقه است. رئیس اداره صنعت، معدن و تجارت سبزوار گفت: زیرساخت‌‎های ناحیه صنعتی خوشاب برای استقرار واحدهای صنعتی مهیای سرمایه‌گذاری در بخش‌ها مختلف است. امیدبخش ادامه داد: با توجه به ظرفیت‌های شهرستان خوشاب در حوزه کشاورزی به ویژه محصول پسته، ایجاد صنایع فرآوری و تکمیلی در این حوزه ضروری و توجیه اقتصادی بالایی دارد. وی تصریح کرد: در راستای تبدیل خوشاب به قطب صادرات پسته این منطقه و به منظور جلوگیری از خام فروشی، احداث واحدهای فرآوری در بخش‌های بسته بندی محصول پسته، بخش های تجاری و  بازرگانی ضروری است. انتهای پیام,خراسان رضوی,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۰,"استانی-شهرستانها,جواز تاسیس صنعتی,توسعه صنعتی,خوشاب,خبرهای شهرستان خوشاب",صدور ۱۲ جواز تاسیس و توسعه صنعتی در خوشاب
434,محمد لطیفی در جمع خبرنگاران با بیان اینکه به دلیل استمرار شیوع ویروس کرونا در سطح کشور و وجود محدودیت‌های مختلف، برگزاری برنامه‌های معمول و بهره‌مندی از ماه مبارک رمضان با دشواری همراه شده است، اظهار کرد: از این رو جهت استفاده حداکثری از ماه مبارک رمضان، برنامه‌های متعددی به منظور انس بیشتر با قرآن و معارف دینی برای کادر و شبکه پشتیبان و نیز دانش‌آموزان با همکاری تبلیغات اسلامی، بصورت مجازی در نظر گرفته شده است. مسئول اتحادیه انجمن های اسلامی دانش‌آموزان استان گیلان با اشاره به انتخاب سالانه یک سوره از سوی نماینده مقام معظم رهبری در اتحادیه به عنوان سوره سال، گفت: امسال سوره «واقعه» به عنوان سوره سال تشکیلات انتخاب شده است که در این راستا مسابقه حفظ و درک مفهوم سوره واقعه برای تمامی دانش‌آموزان استان و همچنین شبکه پشتیبان اتحادیه در نظر گرفته شده است. وی با تاکید بر اینکه به تمامی حافظان این سوره، هدیه‌ای نفیس اهداء می‌گردد، اضافه کرد: علاقمندان، جهت ثبت‌نام در این مسابقه می‌توانند به ادارات تبلیغات اسلامی سراسر استان و همچنین به حساب کاربری @Alo_hamsangaran در پیام رسان شاد، بله و صفحه اینستاگرام همسنگران مراجعه و از نحوه برگزاری آن مطلع شوند. مسئول اتحادیه انجمن‌های اسلامی دانش‌آموزان استان گیلان مسابقه کتابخوانی «بهترین آفریده» را از دیگر برنامه‌های اتحادیه برشمرد و گفت: در این مسابقه، روزانه ویدیوهای کوتاهی به انضمام فایل pdf از بخش‌های مختلف کتاب بهترین آفریده با موضوع انسان شناسی، منتشر می‌شود که دانش‌آموزان می‌توانند هر روز از دو روش تکمیل پرسشنامه و یا ضبط فایل صوتی آن بخش از کتاب، در این مسابقه شرکت کنند. لطیفی ادامه داد: برگزاری مسابقه مجازی «قرآن کتاب مقاومت» یکی دیگر از برنامه‌های اتحادیه در ماه مبارک رمضان است که در این مسابقه آیات مرتبط با موضوع گفتمان مقاومت و انقلاب اسلامی در قالب ویدیوهای کوتاه در ۳۰ قسمت ارائه می‌گردد و دانش‌آموزان می‌توانند از طریق لینک‌های مربوطه به سوالات هر قسمت پاسخ دهند. وی، با بیان انتشار ویدیوهای کوتاه معرفتی بصورت روزانه، عنوان کرد: دانش‌آموزان علاقمند جهت شرکت در این مسابقات می‌توانند به پایگاه اطلاع رسانی اتحادیه انجمن‌های اسلامی دانش‌آموزان استان گیلان به آدرس hamsangaran.ir و یا به آدرس hamsangarangilan در صفحات فضای مجازی مراجعه نمایند. انتهای پیام,گیلان,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۰,"استانی-فرهنگی و هنری,اتحادیه انجمن‌های اسلامی دانش‌آموزان,ماه مبارک رمضان",برگزاری مسابقه مجازی «قرآن کتاب مقاومت» در گیلان
435,به گزارش ایسنا،   وزیر جهادکشاورزی در جمع خبرنگاران با بیان اینکه امروز اتفاق بزرگی برای کشاورزان افتاده است، اظهار کرد: همیشه افزایش قیمت ها در محصولات کشاورزی بین ۱۰۰تا ۲۰۰تومان بوده است اما امروز  به قیمت خرید تضمینی گندم هزارتومان اضافه کردیم و در شرایطی که با کاهش ۴۳ درصدی بارندگی مواجه هستیم افزایش نرخ خرید تضمینی قدم مهمی برای تولیدکنندگان است. وی با اشاره به اینکه رئیس جمهوری و رئیس سازمان برنامه و بودجه از افزایش نرخ خریدتضمینی حمایت کردند و قیمت نهایی مصوب شد، گفت: نرخ ۵۰۰۰تومان برای خرید تضمینی گندم عدد خوبی است و امیدواریم پایه ای برای قیمت کشت پاییزه شود. خاوازی اضافه کرد: تقریباً ۸۰ درصد کشت دیم گندم و با حذف رقبا ۴۰ درصد از سطح زیر کشت آبی نیز گندم است. مردم نیز ۴۲ درصد از پروتئین مورد نیاز خود را از گندم تامین می کنند که عدد بزرگی است. وزیر جهاد کشاورزی در مورد ذخایر گندم نیز گفت: ذخایر گندم مربوط به شرکت بازرگانی دولتی است و زیر نظر وزارت جهاد کشاورزی نیست. از آقای سیف معاون وزیر صمت درخواست کردیم که ذخایر را اعلام کنند اما هنوز آماری ارائه نشده است. به گفته وی سال گذشته ۸ میلیون و ۲۵۰ هزار تن گندم خریداری شد و امسال هم پیش بینی می شود همین مقدار خریداری شود. خاوازی با اشاره به اینکه امسال ۴۳ درصد کاهش بارندگی داریم، اظهار کرد: در کشت دیم بارندگی اهمیت زیادی دارد. چهار میلیون هکتار از ۶ میلیون هکتار کشت دیم است یعنی اگر بارندگی اتفاق نیفتد تولید کشور در کشت دیم صدمه زیادی می خورد. وی با اشاره به اینکه پیش‌بینی می‌شود امسال ۱۲ میلیون تن گندم تولید شود، تصریح کرد:حدود هشت میلیون تن گندم خریداری می‌شود و مابقی نیز برای صنف، خوراک دام  و مبادلات مرزی استفاده می شود و بخشی نیز ضایعات است. وزیر جهاد کشاورزی در پاسخ به این اینکه آیا تولیدکنندگان با نرخ تعیین شده موافق هستند یا خیر؟ گفت: برای خرید تضمینی گندم  آنالیزهایی انجام شده و این انالیزها  نیز سطح بالا گرفته شده است. همچنین این قیمت توسط بنیاد ملی گندمکاران اعلام شده و ما نیز به نظرآنها احترام گذاشتیم. انتهای پیام,تولید و تجارت,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۱,"گندم,كشت ديم",پیش بینی تولید ۱۲میلیون تن گندم در سالجاری/اگر باران نبارد کشت دیم صدمه می خورد
436,به گزارش ایسنا، بنابراعلام گیربکس وان، وجود هرگونه اشکال در گیربکس ‌ممکن است باعث اختلال در کار باقی قطعات خودرو شود و خودرو رو به کهنگی و فرسودگی رود. پس اگر اختلالی در کار گیربکس ایجاد شود، باید تعمیرات آن را جدی گرفت؛ اما نه توسط هر تعمیرگاه و تعمیرگاهی! برای تعمیرات گیربکس باید از تجارب افراد ماهر و خبره کمک گرفت تا با توجه به تخصص‌شان، خودروی شما را از هرگونه خطرات احتمالی حفظ کنند. مجموعه‌ای با نام گیربکس وان ، اکنون به عنوان یکی از بزرگترین تعمیرگاه های تخصصی گیربکس اتوماتیک شناخته می‌شود که انواع خدمات مربوط به گیربکس را در فضایی به وسعت دو هزار و ۵۰۰ مترمربع خارج از محدوده طرح ترافیک و آلودگی هوای تهران ارائه می‌دهد. این مجموعه دارای سه سالن تخصصی تعمیر گیربکس اتوماتیک با آخرین تکنولوژی روز دنیا و همچنین سالن‌های تراشکاری و جوشکاری و نیز دو سوله برای باز و بست خودروها است. گیربکس وان خودروها را حتی به صورت آنلاین نیز پذیرش می‌کند. در ادامه گفت‌وگویی با داود تقی‌زاده، رئیس تعمیرگاه تخصصی مجموعه «گیربکس وان» ترتیب داده‌ایم که نتیجه‌اش را خواهید خواند. · در مجموعه گیربکس وان چه خدماتی ارائه می‌شود؟ در مجموعه گیربکس وان به صورت تخصصی تعمیرات گیربکس اتوماتیک انجام می‌دهیم. این تعمیرات برای انواع برندها صورت می‌پذیرد. در کنار این خدمات، ما در گیربکس وان با تعدادی از شرکت‌های واردکننده خودرو هم قرارداد داریم و با گارانتی یک‌ساله گیربکس‌های آن‌ها را تعمیر می‌کنیم. · این تعمیرگاه چه زمانی افتتاح شد و ایده راه‌اندازی آن چطور شکل گرفت؟ ایده شکل‌گیری گیربکس وان به سال‌ها پیش برمی‌گردد؛ اما در سال ۱۳۸۷ استارت این کار به صورت رسمی زده شد. گیربکس وان با مجموعه‌ای بسیار کوچک و تیمی دو نفره کار خود را آغاز کرد. میثم بهنیه و مسعود شاکری، کار خود را با تعمیرات خودرو شروع کردند ولی در سال ۱۳۸۷، هم‌زمان با تاسیس گیربکس وان، به صورت تخصصی وارد حوزه تعمیرات تخصصی گیربکس اتوماتیک شدند. این مجموعه در ۱۳ سال اخیر توسعه پیدا کرده؛ به شکلی که امروز ۴۰ نفر پرسنل داریم و به زودی شعبه دوم مجموعه گیربکس وان را افتتاح خواهیم کرد. · شعار گیربکس وان «با آرامش به مسیرت ادامه بده» تعیین شده است؛ انتخاب این شعار دلیل خاصی دارد؟ در واقع این شعار برای اطمینان خاطر مشتریانی است که برای تعمیر گیربکس خودروهای خود به مجموعه گیربکس وان مراجعه می‌کنند. ضمن اینکه خود مجموعه نیز نسب به کیفیت تعمیرات و قطعات استفاده شده خود مطمئن است. از همین رو، تعمیرگاه این مجموعه تخصصی، کار خود را تا یک سال یا ۲۰ هزار کیلومتر با گارانتی ارائه می‌دهد. · چه برنامه‌هایی برای آینده این مجموعه تخصصی در نظر دارید؟ امیدواریم به لطف خداوند، بتوانیم تا ۵ سال آینده ۲ شعبه فعال دیگر در شرق و غرب تهران راه‌اندازی کنیم؛ همچنین تولید قطعات گیربکس را نیز در برنامه‌مان داریم. انتهای رپرتاژ آگهی,خبر بازار,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۲,"مجموعه گیربکس وان,گیربکس اتوماتیک,تعمیرات گیربکس",تعمیرات گیربکس اتوماتیک را در مجموعه‌ای تخصصی تجربه کنید
437,دکتر آبتین حیدرزاده در جمع خبرنگاران با اشاره به ورود به مرحله چهارم موج کرونا در کشور اظهار کرد: متاسفانه در حال حاضر شاهد افزایش آمار مراجعین سرپایی به مراکز منتخب کرونا در استان هستیم که پیش بینی می شود در روزهای آینده افزایش موارد بستری و فوت را به دنبال داشته باشد. وی رعایت پروتکل های بهداشتی و تقویت نظام مراقبت بیماری پایبندی به اجرای دقیق قرنطینه و ایزوله بیماران به خصوص قرنطینه معکوس ( مراقبت افراد سالمند و در معرض خطر) توسط مردم را مهمترین اقدام در حال حاضر عنوان کرد و از شهروندان خواست رعایت فاصله اجتماعی، پرهیز از دورهمی های خانوادگی، شستن مکرر دستها و استفاده از ماسک را با جدیت بیشتری در برنامه خود داشته باشند. حیدرزاده تصریح کرد: در صورت همکاری مردم در اجرای شیوه نامه های بهداشتی قادر خواهیم بود از موج اخیر کرونا عبور کنیم، در غیر اینصورت، شرایط به مراتب پیچیده تر و دشوارتر خواهد شد. انتهای پیام,گیلان,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۴,"استانی-اجتماعی,کروناویروس",افزایش آمار مراجعین سرپایی به مراکز منتخب کرونا در گیلان
438,"به گزارش ایسنا، در اولین روزهای آغاز فعالیت‌های رسمی در سال جاری بود که براساس مصوبه کارگروه مدیران عامل شرکت‌های بورسی و غیر بورسی تولیدکننده سیمان سفید، با توجه به افزایش هزینه‌های تولید شامل قیمت تمام شده تولید سیمان سفید، افزایش قیمت مواداولیه، قطعات یدکی و همچنین هزینه حمل‌ونقل (به‌ویژه حمل‌ونقل مواداولیه)، به منظور جلوگیری از زیان عمده به کارخانه‌های تولیدکننده سیمان، طی جلسات متعدد توافق کردند که برای جبران بخشی از افزایش هزینه‌ها، قیمت فروش سیمان سفید از ابتدای سال جاری، مشمول افزایش ۳۵ درصدی شود. حال روز گذشته (دوشنبه- ۳۰ فروردین ماه)، عبدالرضا شیخان دبیر انجمن سیمان در نامه‌ای به مدیران عامل شرکت‌های سیمان عضو این انجمن، قیمت‌های جدید سیمان را ابلاغ و اعلام کرده است. وی در نامه خود آورده است که : پیرو درخواست تاریخ ۱۵ فروردین ۱۴۰۰  مدیران شرکت‌های سیمان و با هماهنگی‌های انجام شده با مراجع ذی‌صلاح نظیر سازمان حمایت مصرف‌کنندگان و تولیدکنندگان، ستاد تنظیم بازار و معاونت امور معدنی وزارت صنعت، معدن و تجارت (صمت)، نهایتا قیمت‌های جدید سیمان مورد توافق قرار گرفت و از تاریخ ۳۱ فروردین ۱۴۰۰  قابل اجرا است. نظر به اینکه انجمن سیمان به استناد تعهد اخذ شده در صورتجلسه فوق الاشاره و به نمایندگی از طرف صنعت سیمان متعهد به ایجاد تعادل در بازار و تأمین کمبود سیمان گردیده است؛ لذا مقتضی است با تشکیل منظم جلسات کارگروه‌های استانی و با هماهنگی انجمن نسبت به تأمین سیمان مورد نیاز (مصارف مردمی، پروژه‌های ساختمانی، صنایع سیمان بر) اقدام و از تحویل سیمان به دلالان جدا خودداری فرمایند. "" در این نامه همچنین اشاره شده است: "" ۱. قیمت سیمان پوزولانی ویژه- سرباره‌ای- آمیخته- مرکب معادل سیمان تیپ ۲ ۲. قیمت سایر انواع سیمان‌های مورد تقاضای مصرف کنندگان (سیمان بلین بالا، سیمان چاه نفت، سیمان سوپر سولفات و سایر سیمان‌های خاص که در جدول فوق لحاظ نشده است) با توجه به هزینه‌های تولید با توافق طرفین ۳. مبالغ فوق به صورت نقدی و بدون محاسبه ارزش افزوده و تحویل درب کارخانه است"" براساس تبصره آن، در صورت افزایش غیرمعمول قیمت کیسه‌های پروپلین مجدداً با هماهنگی سازمان حمایت در قیمت‌های فروش سیمان کیسه‌ای تجدیدنظر خواهد شد. همچنین کلیه شرکت‌ها موظف شده‌اند که ثبت اطلاعات روزانه تحویل داخلی و صادراتی (به تفکیک) در سامانه اطلاعات سیماب حداکثر تا ساعت ۹ صبح روز بعد شود، از فروش سیمان به صورت تهاتری خودداری شود، بایستی شرکت فعال و مستمر در کارگروه‌های منطقه‌ای جهت کنترل بازار وجود داشته باشد و دستورالعمل‌های صادره از سوی انجمن به ویژه دستورالعمل ضمیمه مبنی بر تقسیم‌بندی مشتریان و ضوابط نحوه توزیع سیمان به خریداران واجد شرایط، بایستی رعایت شود. قیمت‌های جدید سیمان به شرح زیر است: انتهای پیام",تولید و تجارت,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۸,"قیمت سیمان,افزایش قیمت سیمان,انجمن صنفی سیمان,سازمان حمایت مصرف‌کنندگان و تولیدکنندگان,ستاد تنظيم بازار,وزارت صنعت، معدن و تجارت",افزایش قیمت سیمان از امروز اجرایی می‌شود
439,"به گزارش ایسنا، به نقل از قدس پرس، احمد ابوالغیط، دبیرکل اتحادیه عرب در جریان سخنرانی خود در نشست شورای امنیت به اهمیت همکاری بین سازمان ملل و سازمان‌های منطقه‌ای در حفظ صلح و امنیت منطقه تاکید کرد. وی همچنین بر لزوم اجرای تمامی قطعنامه‌های شورای امنیت در خصوص ضرورت پایان اشغالگری رژیم صهیونیستی و همچنین مخالفت با فعالیت‌های شهرک‌سازی صهیونیستی که با قوانین بین‌المللی منافات دارد، تاکید کرد. احمد ابوالغیط در ادامه بر اهمیت احیای روند سیاسی با هدف گشایش چشم‌اندازی به روی فلسطینیان در دستیابی به آزادی و استقلال تاکید کرد. دبیرکل اتحادیه عرب همچنین بر مسئولیت اصلی شورای امنیت در دستیابی به صلح عادلانه میان فلسطین و اسرائیل با تمرکز بر راهکار "" دو کشوری"" تاکید کرد. مذاکرات بین دو طرف فلسطینی و اسرائیلی از آوریل ۲۰۱۴ در پی مخالفت تل‌آویو با آزادی برخی از اسرای فلسطینی و توقف شهرک‌سازی‌ها متوقف شد. انتهای پیام",فلسطین,۳۱ فروردین ۱۴۰۰ / ۱۵:۵۴,"احمد ابو الغیط,فلسطين ,رژیم صهیونیستی",تاکید ابوالغیط بر مسئولیت شورای امنیت در حل پرونده فلسطین
440,احمد اسدی در گغت‌وگو با ایسنا با اشاره پیش بینی وضع هوای استان مازندران اظهار کرد: براساس تجزیه و تحلیل آخرین نقشه های پیـش‌یابـی هواشناسـی، وضعیت جوی استان مازندران در روز سه‏ شنبه 31 فروردین، و چهارشنبه اول اردیبهشت، صاف تا نیمه ابری همراه با افزایش محسوس دما و بویژه در دامنه ها و ارتفاعات با وزش باد گرم همراه بوده اما از چهارشنبه شب، وزش باد، افزایش ابر و در ارتفاعات با احتمال رگبار پراکنده پیش‌بینی می‌شود. ‌وی افزود: در روز پنج‏شنبه 2 اردیبهشت،آسمان استان صاف تا نیمه ابری گاهی با افزایش ابر همراه با کاهش دما و وزش باد و از عصر وشب با رگبار پراکنده همراه است. معاون توسعه و پیش‌بینی اداره کل هواشناسی مازندران خاطرنشان کرد: در روز جمعه 3 اردیبهشت، آسمان استان نیمه ابری تا ابری همراه با کاهش دما ، وزش باد نسبتا شدید، رگبار پراکنده با احتمال رعدوبرق است. اسدی افزود: در روز شنبه 4 اردیبهشت نیز وضعیت جوی استان، نیمه ابری تا ابری همراه با بارش پراکنده  و وزش باد پیش‌بین می‌شود. انتهای پیام,مازندران,۳۱ فروردین ۱۴۰۰ / ۱۶:۰۰,"آب و هوا,هواشناسي,استانی-اجتماعی",پیش‌بینی آخرین وضعیت آب و هوای مازندران
441,به گزارش ایسنا، سازمان بیمه سلامت ایران از اول اردیبهشت ۱۴۰۰ برای خدمات بهتر و سریع تر به مردم و البته دلایل دیگر اقدام به کاهش کاربرد دفترچه‌های خدمات درمانی کرده است. در واقع هدف این سازمان این است که در راستای ارتقای دولت الکترونیک ، طرح نسخه نویسی الکترونیک را به گونه ای ساماندهی و اجرا کند که دیگر نیازی به استفاده از دفترچه های کاغذی نباشد. بیمه‌شدگان در صورت مراجعه به پزشک برای احراز هویت با کد ملی باید یکی از مدارک خود از جمله دفترچه قبلی که هنوز برگ های آن تمام نشده ، کارت ملی، شناسنامه و یا جلد دفترچه را باید همراه داشته باشند. پزشک معالج پس از احراز هویت اقدام به ویزیت می کند و در صورت لزوم به تجویز دارو، خدمات آزمایشگاه، رادیولوژی و فیزیوتراپی می پردازد. در این مرحله نسخه الکترونیک توسط پزشک صادر می شود و بیمه شده می تواند با مدارک هویتی و کد ملی سایر قدم های درمانی مثل مراجعه به داروخانه، آزمایشگاه و غیره را انجام دهد. اگر به هر دلیلی پزشک امکان صدور نسخه الکترونیک را نداشت نسخه کاغذی صادر می‌شود اما بیمه‌شدگان حتما باید توجه داشته باشند که نسخه هایی که از پزشک دریافت می کنند حتما نام و نام خانوادگی، تاریخ ویزیت و کد ملی در آن درج شده باشد. بیمه‌شدگان می توانند با تماس با سامانه پاسخگویی ۱۶۶۶ که به صورت ۲۴ ساعته پاسخگوی سوالات بیمه شدگان سازمان بیمه سلامت ایران است و یا مراجعه به پایگاه خبری سازمان بیمه سلامت ایران به آدرس WWW.IHIO.GOV.IR جهت افزایش اطلاع‌رسانی به بیمه شدگان، از برخورداری خود از پوشش بیمه ای مطلع شوند. بنابر اعلام سازمان بیمه سلامت، بیماران خاص نیز همانند سایر بیمه شدگان می توانند از وضعیت پوشش بیمه ای خود مطلع شوند.این بیماران با پسوند خاص در استعلام ها مشخص می شوند. همچنین تا اطلاع ثانوی احراز هویت بیمه شدگان اتباع بیگانه با استفاده از کد اختصاصی مندرج در جلد دفترچه های درمانی و ۱۰ رقم اول شماره سریال دفترچه صورت می گیرد و پذیرش نوزادان در بخش بستری نیز تا زمان صدور شناسنامه تا یک ماه از طریق شناسنامه مادر امکان پذیر است. بیمه‌شدگان در صورت نیاز به راهنمایی و پشتیبانی می‌توانند با سامانه مرکز ارتباطات مردمی سازمان بیمه سلامت ایران به شماره ۱۶۶۶ تماس بگیرند. انتهای پیام,سلامت,۳۱ فروردین ۱۴۰۰ / ۱۶:۰۰,سازمان بیمه سلامت,بیمه‌شدگان سازمان بیمه سلامت ایران چگونه می‌توانند بدون دفترچه خدمات دریافت کنند؟
